date,division,district,upazila,disease,cases,deaths,population
2024-01-03,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-01-04,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-01-04,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-01-04,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-01-04,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-01-04,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-01-04,Khulna,Jashore,Jashore Sadar,Diarrhea,1,0,200000
2024-01-07,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-01-07,Dhaka,Dhaka District,Dhamrai,Dengue,1,0,200000
2024-01-07,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-01-07,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-01-07,Khulna,Jashore,Jashore Sadar,Dengue,1,0,200000
2024-01-07,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-01-08,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-01-08,Dhaka,Dhaka District,Dhamrai,Dengue,1,0,200000
2024-01-08,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-01-08,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-01-08,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-01-08,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-01-09,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-01-09,Dhaka,Dhaka District,Dhamrai,Dengue,1,0,200000
2024-01-09,Dhaka,Dhaka District,Dhamrai,Diarrhea,8,0,200000
2024-01-09,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-01-09,Khulna,Jashore,Jashore Sadar,Dengue,2,0,200000
2024-01-09,Khulna,Jashore,Jashore Sadar,Diarrhea,1,0,200000
2024-01-10,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-01-10,Dhaka,Dhaka District,Dhamrai,Dengue,4,0,200000
2024-01-10,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-01-10,Khulna,Jashore,Jashore Sadar,Measles,5,0,200000
2024-01-10,Khulna,Jashore,Jashore Sadar,Dengue,1,0,200000
2024-01-10,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-01-11,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-01-11,Dhaka,Dhaka District,Dhamrai,Dengue,3,0,200000
2024-01-11,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-01-11,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-01-11,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-01-11,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-01-14,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-01-14,Dhaka,Dhaka District,Dhamrai,Dengue,3,0,200000
2024-01-14,Dhaka,Dhaka District,Dhamrai,Diarrhea,7,0,200000
2024-01-14,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-01-14,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-01-14,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-01-15,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-01-15,Dhaka,Dhaka District,Dhamrai,Dengue,1,0,200000
2024-01-15,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-01-15,Khulna,Jashore,Jashore Sadar,Measles,4,0,200000
2024-01-15,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-01-15,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-01-16,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-01-16,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-01-16,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-01-16,Khulna,Jashore,Jashore Sadar,Measles,5,0,200000
2024-01-16,Khulna,Jashore,Jashore Sadar,Dengue,0,0,200000
2024-01-16,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-01-17,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-01-17,Dhaka,Dhaka District,Dhamrai,Dengue,3,0,200000
2024-01-17,Dhaka,Dhaka District,Dhamrai,Diarrhea,1,0,200000
2024-01-17,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-01-17,Khulna,Jashore,Jashore Sadar,Dengue,1,0,200000
2024-01-17,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-01-18,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-01-18,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-01-18,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-01-18,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-01-18,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-01-18,Khulna,Jashore,Jashore Sadar,Diarrhea,7,0,200000
2024-01-21,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-01-21,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-01-21,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-01-21,Khulna,Jashore,Jashore Sadar,Measles,4,0,200000
2024-01-21,Khulna,Jashore,Jashore Sadar,Dengue,1,0,200000
2024-01-21,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-01-22,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-01-22,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-01-22,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-01-22,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-01-22,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-01-22,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-01-23,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-01-23,Dhaka,Dhaka District,Dhamrai,Dengue,4,0,200000
2024-01-23,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-01-23,Khulna,Jashore,Jashore Sadar,Measles,5,0,200000
2024-01-23,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-01-23,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-01-24,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-01-24,Dhaka,Dhaka District,Dhamrai,Dengue,6,0,200000
2024-01-24,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-01-24,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-01-24,Khulna,Jashore,Jashore Sadar,Dengue,2,0,200000
2024-01-24,Khulna,Jashore,Jashore Sadar,Diarrhea,7,0,200000
2024-01-25,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-01-25,Dhaka,Dhaka District,Dhamrai,Dengue,5,0,200000
2024-01-25,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-01-25,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-01-25,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-01-25,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-01-28,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-01-28,Dhaka,Dhaka District,Dhamrai,Dengue,0,0,200000
2024-01-28,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-01-28,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-01-28,Khulna,Jashore,Jashore Sadar,Dengue,5,0,200000
2024-01-28,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-01-29,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-01-29,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-01-29,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-01-29,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-01-29,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-01-29,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-01-30,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-01-30,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-01-30,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-01-30,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-01-30,Khulna,Jashore,Jashore Sadar,Dengue,2,0,200000
2024-01-30,Khulna,Jashore,Jashore Sadar,Diarrhea,8,0,200000
2024-01-31,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-01-31,Dhaka,Dhaka District,Dhamrai,Dengue,5,0,200000
2024-01-31,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-01-31,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-01-31,Khulna,Jashore,Jashore Sadar,Dengue,2,0,200000
2024-01-31,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-02-01,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-02-01,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-02-01,Dhaka,Dhaka District,Dhamrai,Diarrhea,1,0,200000
2024-02-01,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-02-01,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-02-01,Khulna,Jashore,Jashore Sadar,Diarrhea,1,0,200000
2024-02-04,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-02-04,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-02-04,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-02-04,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-02-04,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-02-04,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-02-05,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-02-05,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-02-05,Dhaka,Dhaka District,Dhamrai,Diarrhea,7,0,200000
2024-02-05,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-02-05,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-02-05,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-02-06,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-02-06,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-02-06,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-02-06,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-02-06,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-02-06,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-02-07,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-02-07,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-02-07,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-02-07,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-02-07,Khulna,Jashore,Jashore Sadar,Dengue,2,0,200000
2024-02-07,Khulna,Jashore,Jashore Sadar,Diarrhea,1,0,200000
2024-02-08,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-02-08,Dhaka,Dhaka District,Dhamrai,Dengue,1,0,200000
2024-02-08,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-02-08,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-02-08,Khulna,Jashore,Jashore Sadar,Dengue,2,0,200000
2024-02-08,Khulna,Jashore,Jashore Sadar,Diarrhea,8,0,200000
2024-02-11,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-02-11,Dhaka,Dhaka District,Dhamrai,Dengue,5,0,200000
2024-02-11,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-02-11,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-02-11,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-02-11,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-02-12,Dhaka,Dhaka District,Dhamrai,Measles,4,0,200000
2024-02-12,Dhaka,Dhaka District,Dhamrai,Dengue,1,0,200000
2024-02-12,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-02-12,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-02-12,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-02-12,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-02-13,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-02-13,Dhaka,Dhaka District,Dhamrai,Dengue,5,0,200000
2024-02-13,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-02-13,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-02-13,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-02-13,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-02-14,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-02-14,Dhaka,Dhaka District,Dhamrai,Dengue,1,0,200000
2024-02-14,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-02-14,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-02-14,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-02-14,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-02-15,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-02-15,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-02-15,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-02-15,Khulna,Jashore,Jashore Sadar,Measles,4,0,200000
2024-02-15,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-02-15,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2024-02-18,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-02-18,Dhaka,Dhaka District,Dhamrai,Dengue,5,0,200000
2024-02-18,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-02-18,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-02-18,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-02-18,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-02-19,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-02-19,Dhaka,Dhaka District,Dhamrai,Dengue,1,0,200000
2024-02-19,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-02-19,Khulna,Jashore,Jashore Sadar,Measles,6,0,200000
2024-02-19,Khulna,Jashore,Jashore Sadar,Dengue,7,0,200000
2024-02-19,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-02-20,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-02-20,Dhaka,Dhaka District,Dhamrai,Dengue,4,0,200000
2024-02-20,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-02-20,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2024-02-20,Khulna,Jashore,Jashore Sadar,Dengue,6,0,200000
2024-02-20,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-02-21,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-02-21,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-02-21,Dhaka,Dhaka District,Dhamrai,Diarrhea,1,0,200000
2024-02-21,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-02-21,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-02-21,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-02-22,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-02-22,Dhaka,Dhaka District,Dhamrai,Dengue,6,0,200000
2024-02-22,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-02-22,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-02-22,Khulna,Jashore,Jashore Sadar,Dengue,0,0,200000
2024-02-22,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-02-25,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-02-25,Dhaka,Dhaka District,Dhamrai,Dengue,4,0,200000
2024-02-25,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-02-25,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-02-25,Khulna,Jashore,Jashore Sadar,Dengue,5,0,200000
2024-02-25,Khulna,Jashore,Jashore Sadar,Diarrhea,1,0,200000
2024-02-26,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-02-26,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-02-26,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-02-26,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2024-02-26,Khulna,Jashore,Jashore Sadar,Dengue,1,0,200000
2024-02-26,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-02-27,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-02-27,Dhaka,Dhaka District,Dhamrai,Dengue,3,0,200000
2024-02-27,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-02-27,Khulna,Jashore,Jashore Sadar,Measles,7,0,200000
2024-02-27,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-02-27,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-02-28,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-02-28,Dhaka,Dhaka District,Dhamrai,Dengue,3,0,200000
2024-02-28,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-02-28,Khulna,Jashore,Jashore Sadar,Measles,5,0,200000
2024-02-28,Khulna,Jashore,Jashore Sadar,Dengue,5,0,200000
2024-02-28,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2024-02-29,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-02-29,Dhaka,Dhaka District,Dhamrai,Dengue,5,0,200000
2024-02-29,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-02-29,Khulna,Jashore,Jashore Sadar,Measles,4,0,200000
2024-02-29,Khulna,Jashore,Jashore Sadar,Dengue,2,0,200000
2024-02-29,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-03-03,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-03-03,Dhaka,Dhaka District,Dhamrai,Dengue,6,0,200000
2024-03-03,Dhaka,Dhaka District,Dhamrai,Diarrhea,1,0,200000
2024-03-03,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-03-03,Khulna,Jashore,Jashore Sadar,Dengue,2,0,200000
2024-03-03,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-03-04,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-03-04,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-03-04,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-03-04,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-03-04,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-03-04,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-03-05,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-03-05,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-03-05,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-03-05,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-03-05,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-03-05,Khulna,Jashore,Jashore Sadar,Diarrhea,9,0,200000
2024-03-06,Dhaka,Dhaka District,Dhamrai,Measles,5,0,200000
2024-03-06,Dhaka,Dhaka District,Dhamrai,Dengue,5,0,200000
2024-03-06,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-03-06,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-03-06,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-03-06,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-03-07,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-03-07,Dhaka,Dhaka District,Dhamrai,Dengue,1,0,200000
2024-03-07,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-03-07,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-03-07,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-03-07,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2024-03-10,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-03-10,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-03-10,Dhaka,Dhaka District,Dhamrai,Diarrhea,1,0,200000
2024-03-10,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2024-03-10,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-03-10,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-03-11,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-03-11,Dhaka,Dhaka District,Dhamrai,Dengue,4,0,200000
2024-03-11,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-03-11,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-03-11,Khulna,Jashore,Jashore Sadar,Dengue,2,0,200000
2024-03-11,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-03-12,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-03-12,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-03-12,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-03-12,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-03-12,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-03-12,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-03-13,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-03-13,Dhaka,Dhaka District,Dhamrai,Dengue,3,0,200000
2024-03-13,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-03-13,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-03-13,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-03-13,Khulna,Jashore,Jashore Sadar,Diarrhea,1,0,200000
2024-03-14,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-03-14,Dhaka,Dhaka District,Dhamrai,Dengue,4,0,200000
2024-03-14,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-03-14,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-03-14,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-03-14,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-03-17,Dhaka,Dhaka District,Dhamrai,Measles,4,0,200000
2024-03-17,Dhaka,Dhaka District,Dhamrai,Dengue,3,0,200000
2024-03-17,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-03-17,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-03-17,Khulna,Jashore,Jashore Sadar,Dengue,5,0,200000
2024-03-17,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2024-03-18,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-03-18,Dhaka,Dhaka District,Dhamrai,Dengue,3,0,200000
2024-03-18,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-03-18,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-03-18,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-03-18,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-03-19,Dhaka,Dhaka District,Dhamrai,Measles,4,0,200000
2024-03-19,Dhaka,Dhaka District,Dhamrai,Dengue,0,0,200000
2024-03-19,Dhaka,Dhaka District,Dhamrai,Diarrhea,1,0,200000
2024-03-19,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-03-19,Khulna,Jashore,Jashore Sadar,Dengue,1,0,200000
2024-03-19,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-03-20,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-03-20,Dhaka,Dhaka District,Dhamrai,Dengue,4,0,200000
2024-03-20,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-03-20,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-03-20,Khulna,Jashore,Jashore Sadar,Dengue,5,0,200000
2024-03-20,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-03-21,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-03-21,Dhaka,Dhaka District,Dhamrai,Dengue,1,0,200000
2024-03-21,Dhaka,Dhaka District,Dhamrai,Diarrhea,7,0,200000
2024-03-21,Khulna,Jashore,Jashore Sadar,Measles,6,0,200000
2024-03-21,Khulna,Jashore,Jashore Sadar,Dengue,6,0,200000
2024-03-21,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-03-24,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-03-24,Dhaka,Dhaka District,Dhamrai,Dengue,3,0,200000
2024-03-24,Dhaka,Dhaka District,Dhamrai,Diarrhea,8,0,200000
2024-03-24,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-03-24,Khulna,Jashore,Jashore Sadar,Dengue,2,0,200000
2024-03-24,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-03-25,Dhaka,Dhaka District,Dhamrai,Measles,5,0,200000
2024-03-25,Dhaka,Dhaka District,Dhamrai,Dengue,2,0,200000
2024-03-25,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-03-25,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2024-03-25,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-03-25,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-03-26,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-03-26,Dhaka,Dhaka District,Dhamrai,Dengue,3,0,200000
2024-03-26,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-03-26,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-03-26,Khulna,Jashore,Jashore Sadar,Dengue,2,0,200000
2024-03-26,Khulna,Jashore,Jashore Sadar,Diarrhea,1,0,200000
2024-03-27,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-03-27,Dhaka,Dhaka District,Dhamrai,Dengue,3,0,200000
2024-03-27,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-03-27,Khulna,Jashore,Jashore Sadar,Measles,4,0,200000
